,Студент,Группа,Дисциплина,Семестр,Учебный год,Оценка,Специальность,Форма обучения,Квалификация,Статус
136529,6652724A74344345533359306F5738646251465652513D3D,33734F774A726765357469517150677664636C4B4C673D3D,Творческий проект,4,2016/2017,зачтено,09.03.04 Программная инженерия,Очная,Бакалавр,Отчисленный
136530,41716A365331596251796C796773366B6141616446513D3D,33734F774A726765357469517150677664636C4B4C673D3D,Творческий проект,4,2016/2017,зачтено,09.03.04 Программная инженерия,Очная,Бакалавр,Отчисленный
136531,647754687A4F5A4D2B745A386A5A4D6253756E6B43413D3D,33734F774A726765357469517150677664636C4B4C673D3D,Творческий проект,4,2016/2017,зачтено,09.03.04 Программная инженерия,Очная,Бакалавр,Отчисленный
136532,734A444635476745636672414B793339686A647532673D3D,33734F774A726765357469517150677664636C4B4C673D3D,Творческий проект,4,2016/2017,зачтено,09.03.04 Программная инженерия,Очная,Бакалавр,Отчисленный
136533,6C51685A624731484E49693241666A627A38756776513D3D,33734F774A726765357469517150677664636C4B4C673D3D,Творческий проект,4,2016/2017,зачтено,09.03.04 Программная инженерия,Очная,Бакалавр,Отчисленный
136534,312B4B6D6A686B476F73735756765A39334975676A773D3D,33734F774A726765357469517150677664636C4B4C673D3D,Творческий проект,4,2016/2017,зачтено,09.03.04 Программная инженерия,Очная,Бакалавр,Отчисленный
136535,436839784268415659614B374C4372654655485347773D3D,33734F774A726765357469517150677664636C4B4C673D3D,Творческий проект,4,2016/2017,зачтено,09.03.04 Программная инженерия,Очная,Бакалавр,Отчисленный
136536,4937725151505A714B526E2B57434D39364A6E5A58673D3D,33734F774A726765357469517150677664636C4B4C673D3D,Творческий проект,4,2016/2017,зачтено,09.03.04 Программная инженерия,Очная,Бакалавр,Отчисленный
136537,356651584C79554E50796B447357374F5738636F2B513D3D,33734F774A726765357469517150677664636C4B4C673D3D,Творческий проект,4,2016/2017,зачтено,09.03.04 Программная инженерия,Очная,Бакалавр,Отчисленный
136664,704C76327476586F6655446E59736B7A37644B686A413D3D,68655A655954683153327A32755A38516B574D6C76413D3D,Творческий проект,4,2016/2017,зачтено,54.03.01 Дизайн,Очная,Бакалавр,Отчисленный
136665,55312B43556E5046536668767A385046716D77736D413D3D,68655A655954683153327A32755A38516B574D6C76413D3D,Творческий проект,4,2016/2017,зачтено,54.03.01 Дизайн,Очная,Бакалавр,Отчисленный
136666,326B384A6B7A31746478514E5759746269756E6550413D3D,68655A655954683153327A32755A38516B574D6C76413D3D,Творческий проект,4,2016/2017,зачтено,54.03.01 Дизайн,Очная,Бакалавр,Отчисленный
136667,36724B426D413434636A6B4D626F476C4B39756F30413D3D,68655A655954683153327A32755A38516B574D6C76413D3D,Творческий проект,4,2016/2017,зачтено,54.03.01 Дизайн,Очная,Бакалавр,Отчисленный
136668,72514231526146434C792F6452553878387574694B513D3D,2B444655667363345661326C624D2F57376B553254513D3D,Творческий проект,4,2016/2017,зачтено,15.03.01 Машиностроение,Очная,Бакалавр,Отчисленный
136669,4632304D3650577A53305A2B7256564B71306C3439513D3D,2B444655667363345661326C624D2F57376B553254513D3D,Творческий проект,4,2016/2017,зачтено,15.03.01 Машиностроение,Очная,Бакалавр,Отчисленный
136722,3748362F55464F653963513561325239647A34744B673D3D,344F58415866436D464F6A7A6A4B6577644D635169673D3D,Творческий проект,4,2016/2017,зачтено,13.03.01 Теплоэнергетика и теплотехника,Заочная,Бакалавр,Отчисленный
136723,437A2F52342F7675393957587845474D35442B524C673D3D,6A61594E334A596362756978665547466A3443374C413D3D,Творческий проект,4,2016/2017,зачтено,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
136724,456A7678796A5657655441475843645A4D70376E66673D3D,6A61594E334A596362756978665547466A3443374C413D3D,Творческий проект,4,2016/2017,зачтено,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
136725,477352706C4A747A5A6C4F4C5370556F3472536F46673D3D,6A61594E334A596362756978665547466A3443374C413D3D,Творческий проект,4,2016/2017,зачтено,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
136726,754C65546A794E4E2F4C5230476E527469376C6F6D673D3D,6A61594E334A596362756978665547466A3443374C413D3D,Творческий проект,4,2016/2017,зачтено,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
136727,38757A556D794157682B6C4233543849544B6E3378513D3D,45354B73795A34322F44487A417A714C4470433031673D3D,Творческий проект,4,2016/2017,зачтено,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
136728,4B6B79645A7078686330394F4E5931645A657A476C413D3D,45354B73795A34322F44487A417A714C4470433031673D3D,Творческий проект,4,2016/2017,зачтено,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
136729,7778586776526565624B4751734537787761534673413D3D,6A61594E334A596362756978665547466A3443374C413D3D,Творческий проект,4,2016/2017,зачтено,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
136730,7A30365968596E512F384C48312F5A467551444475413D3D,6A61594E334A596362756978665547466A3443374C413D3D,Творческий проект,4,2016/2017,зачтено,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
136731,362B702B59304E6372386171467232644233434D4D773D3D,6A61594E334A596362756978665547466A3443374C413D3D,Творческий проект,4,2016/2017,зачтено,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
136901,6E794A4E6961534964755A76426441623172736546673D3D,5531526B2B58656B57725971386C6547424E503538673D3D,Творческий проект,4,2016/2017,зачтено,15.03.06 Мехатроника и робототехника,Очная,Бакалавр,Отчисленный
136902,55563771545535463545736F49646A617153503154673D3D,5531526B2B58656B57725971386C6547424E503538673D3D,Творческий проект,4,2016/2017,зачтено,15.03.06 Мехатроника и робототехника,Очная,Бакалавр,Отчисленный
136903,34475345542F526B333178515A7736465077385939773D3D,7035656D5771686C48597554494959567875445148773D3D,Творческий проект,4,2016/2017,незачет,15.03.06 Мехатроника и робототехника,Очная,Бакалавр,Отчисленный
136904,34475345542F526B333178515A7736465077385939773D3D,7035656D5771686C48597554494959567875445148773D3D,Творческий проект,4,2016/2017,неудовлетворительно,15.03.06 Мехатроника и робототехника,Очная,Бакалавр,Отчисленный
136905,3936513047427944795064784E4163635256426A59513D3D,5531526B2B58656B57725971386C6547424E503538673D3D,Творческий проект,4,2016/2017,зачтено,15.03.06 Мехатроника и робототехника,Очная,Бакалавр,Отчисленный
136906,4A5A34517248624747432F4F435765697037444469673D3D,5531526B2B58656B57725971386C6547424E503538673D3D,Творческий проект,4,2016/2017,зачтено,15.03.06 Мехатроника и робототехника,Очная,Бакалавр,Отчисленный
136907,416D716E6A68776847593270395444307756515272773D3D,5531526B2B58656B57725971386C6547424E503538673D3D,Творческий проект,4,2016/2017,зачтено,15.03.06 Мехатроника и робототехника,Очная,Бакалавр,Отчисленный
136908,69624E6F4D445579724D374C724D5256666E374355413D3D,5531526B2B58656B57725971386C6547424E503538673D3D,Творческий проект,4,2016/2017,зачтено,15.03.06 Мехатроника и робототехника,Очная,Бакалавр,Отчисленный
136909,68667669685745494959497553554A624C4F4D7474513D3D,7035656D5771686C48597554494959567875445148773D3D,Творческий проект,4,2016/2017,незачет,15.03.06 Мехатроника и робототехника,Очная,Бакалавр,Отчисленный
136910,68667669685745494959497553554A624C4F4D7474513D3D,7035656D5771686C48597554494959567875445148773D3D,Творческий проект,4,2016/2017,неудовлетворительно,15.03.06 Мехатроника и робототехника,Очная,Бакалавр,Отчисленный
136911,424C413858352B654C5547354E6B61716146716655513D3D,5531526B2B58656B57725971386C6547424E503538673D3D,Творческий проект,4,2016/2017,зачтено,15.03.06 Мехатроника и робототехника,Очная,Бакалавр,Отчисленный
136912,424657785653454735462B4E696F38565938376365513D3D,5531526B2B58656B57725971386C6547424E503538673D3D,Творческий проект,4,2016/2017,зачтено,15.03.06 Мехатроника и робототехника,Очная,Бакалавр,Отчисленный
137379,55563771545535463545736F49646A617153503154673D3D,5531526B2B58656B57725971386C6547424E503538673D3D,Творческий проект,2,2015/2016,зачтено,15.03.06 Мехатроника и робототехника,Очная,Бакалавр,Отчисленный
137576,363036416444766F676C6F714138726D5879496C6C773D3D,4F68324539314B556645666F66337A397843706A73413D3D,Творческий проект,4,2016/2017,зачтено,22.03.01 Материаловедение и технологии материалов,Очная,Бакалавр,Отчисленный
137577,554B43586863676378624643596651304C39622B6A673D3D,4F68324539314B556645666F66337A397843706A73413D3D,Творческий проект,4,2016/2017,зачтено,22.03.01 Материаловедение и технологии материалов,Очная,Бакалавр,Отчисленный
137578,69434975666C2B42636D6D44637768755A63483630513D3D,4F68324539314B556645666F66337A397843706A73413D3D,Творческий проект,4,2016/2017,зачтено,22.03.01 Материаловедение и технологии материалов,Очная,Бакалавр,Отчисленный
137579,2B5956564572494D663670724F4F5A357171663831413D3D,4F68324539314B556645666F66337A397843706A73413D3D,Творческий проект,4,2016/2017,зачтено,22.03.01 Материаловедение и технологии материалов,Очная,Бакалавр,Отчисленный
137580,456C5652675A357565495A33434D38714B704F396B513D3D,4F68324539314B556645666F66337A397843706A73413D3D,Творческий проект,4,2016/2017,зачтено,22.03.01 Материаловедение и технологии материалов,Очная,Бакалавр,Отчисленный
137581,564B6E705171377264497A3452486441376D465833413D3D,4F68324539314B556645666F66337A397843706A73413D3D,Творческий проект,4,2016/2017,зачтено,22.03.01 Материаловедение и технологии материалов,Очная,Бакалавр,Отчисленный
137582,2F36626E554E6C5072705A75633262734C474F3854413D3D,4F68324539314B556645666F66337A397843706A73413D3D,Творческий проект,4,2016/2017,зачтено,22.03.01 Материаловедение и технологии материалов,Очная,Бакалавр,Отчисленный
137583,775062672B6D3173367A4E4B39566B484B6950374F773D3D,4F68324539314B556645666F66337A397843706A73413D3D,Творческий проект,4,2016/2017,незачет,22.03.01 Материаловедение и технологии материалов,Очная,Бакалавр,Отчисленный
137584,775062672B6D3173367A4E4B39566B484B6950374F773D3D,4F68324539314B556645666F66337A397843706A73413D3D,Творческий проект,4,2016/2017,неудовлетворительно,22.03.01 Материаловедение и технологии материалов,Очная,Бакалавр,Отчисленный
137585,3774553949396C47412B4B4179654731446442355A773D3D,4F68324539314B556645666F66337A397843706A73413D3D,Творческий проект,4,2016/2017,зачтено,22.03.01 Материаловедение и технологии материалов,Очная,Бакалавр,Отчисленный
137586,323175494361332B434E47676B434C764131467338413D3D,4F68324539314B556645666F66337A397843706A73413D3D,Творческий проект,4,2016/2017,зачтено,22.03.01 Материаловедение и технологии материалов,Очная,Бакалавр,Отчисленный
137587,6B704E786F4B79766376416536345736735A526A6B773D3D,414A76534A69726C714B2B72634174627957735665673D3D,Творческий проект,4,2016/2017,незачет,22.03.01 Материаловедение и технологии материалов,Очная,Бакалавр,Отчисленный
137588,6B704E786F4B79766376416536345736735A526A6B773D3D,414A76534A69726C714B2B72634174627957735665673D3D,Творческий проект,4,2016/2017,неудовлетворительно,22.03.01 Материаловедение и технологии материалов,Очная,Бакалавр,Отчисленный
137589,33506B316763525945415A656F3238774347374466773D3D,4F68324539314B556645666F66337A397843706A73413D3D,Творческий проект,4,2016/2017,зачтено,22.03.01 Материаловедение и технологии материалов,Очная,Бакалавр,Отчисленный
137590,4C306D47565238464D62487254476F73556278466F773D3D,4F68324539314B556645666F66337A397843706A73413D3D,Творческий проект,4,2016/2017,зачтено,22.03.01 Материаловедение и технологии материалов,Очная,Бакалавр,Отчисленный
137591,7458542B4E78495838364E504C6167755675646C5A413D3D,4F68324539314B556645666F66337A397843706A73413D3D,Творческий проект,4,2016/2017,зачтено,22.03.01 Материаловедение и технологии материалов,Очная,Бакалавр,Отчисленный
137592,6459786A5633666B514F6E6146355046756378464D773D3D,4F68324539314B556645666F66337A397843706A73413D3D,Творческий проект,4,2016/2017,зачтено,22.03.01 Материаловедение и технологии материалов,Очная,Бакалавр,Отчисленный
137593,426D4B657148446A4D6B2F414D5153673376593446773D3D,4F68324539314B556645666F66337A397843706A73413D3D,Творческий проект,4,2016/2017,зачтено,22.03.01 Материаловедение и технологии материалов,Очная,Бакалавр,Отчисленный
137594,6B4F6B6D655A465976306374546B49687873483236413D3D,4F68324539314B556645666F66337A397843706A73413D3D,Творческий проект,4,2016/2017,зачтено,22.03.01 Материаловедение и технологии материалов,Очная,Бакалавр,Отчисленный
137595,743072327148614A68727232623842774F712F7572673D3D,4F68324539314B556645666F66337A397843706A73413D3D,Творческий проект,4,2016/2017,зачтено,22.03.01 Материаловедение и технологии материалов,Очная,Бакалавр,Отчисленный
137596,46313556367653522B584238622B593530364E632F673D3D,4F68324539314B556645666F66337A397843706A73413D3D,Творческий проект,4,2016/2017,зачтено,22.03.01 Материаловедение и технологии материалов,Очная,Бакалавр,Отчисленный
138030,412F7044744E5A4B626C554F354148443434533679413D3D,34476D6D563469446D484C2F345A41714669686C59773D3D,Творческий проект,4,2016/2017,зачтено,01.03.02 Прикладная математика и информатика,Очная,Бакалавр,Отчисленный
138031,66354633463055745A53566349794E7456524C6672773D3D,34476D6D563469446D484C2F345A41714669686C59773D3D,Творческий проект,4,2016/2017,зачтено,01.03.02 Прикладная математика и информатика,Очная,Бакалавр,Отчисленный
138032,6339386C633136696E6174397259764E66574A616B773D3D,34476D6D563469446D484C2F345A41714669686C59773D3D,Творческий проект,4,2016/2017,зачтено,01.03.02 Прикладная математика и информатика,Очная,Бакалавр,Отчисленный
138033,617862694D38334D5249437047786C62594C686455513D3D,397A4155356D41694B746F522B2B6A4751304B2B4A673D3D,Творческий проект,4,2016/2017,зачтено,01.03.02 Прикладная математика и информатика,Очная,Бакалавр,Отчисленный
138034,655A683245775846326B46596E675A314158597A4A673D3D,397A4155356D41694B746F522B2B6A4751304B2B4A673D3D,Творческий проект,4,2016/2017,зачтено,01.03.02 Прикладная математика и информатика,Очная,Бакалавр,Отчисленный
138035,554A2F6377665866433572543453464B473348392B773D3D,397A4155356D41694B746F522B2B6A4751304B2B4A673D3D,Творческий проект,4,2016/2017,зачтено,01.03.02 Прикладная математика и информатика,Очная,Бакалавр,Отчисленный
138036,795858494F775954326D664B4169704749326B337A413D3D,34476D6D563469446D484C2F345A41714669686C59773D3D,Творческий проект,4,2016/2017,зачтено,01.03.02 Прикладная математика и информатика,Очная,Бакалавр,Отчисленный
138037,44347752443338777449703577366342546C716141673D3D,34476D6D563469446D484C2F345A41714669686C59773D3D,Творческий проект,4,2016/2017,зачтено,01.03.02 Прикладная математика и информатика,Очная,Бакалавр,Отчисленный
138038,427467326133753031514E35466874697652473054673D3D,34476D6D563469446D484C2F345A41714669686C59773D3D,Творческий проект,4,2016/2017,зачтено,01.03.02 Прикладная математика и информатика,Очная,Бакалавр,Отчисленный
138039,4F4168743053684C505839467A43387568446C3435513D3D,34476D6D563469446D484C2F345A41714669686C59773D3D,Творческий проект,4,2016/2017,зачтено,01.03.02 Прикладная математика и информатика,Очная,Бакалавр,Отчисленный
138040,4551552F6A2F35704335493741314F42794C6E556C773D3D,34476D6D563469446D484C2F345A41714669686C59773D3D,Творческий проект,4,2016/2017,зачтено,01.03.02 Прикладная математика и информатика,Очная,Бакалавр,Отчисленный
138041,45513437412B73532B4B5047493645625652584E59413D3D,34476D6D563469446D484C2F345A41714669686C59773D3D,Творческий проект,4,2016/2017,незачет,01.03.02 Прикладная математика и информатика,Очная,Бакалавр,Отчисленный
138042,45513437412B73532B4B5047493645625652584E59413D3D,34476D6D563469446D484C2F345A41714669686C59773D3D,Творческий проект,4,2016/2017,неудовлетворительно,01.03.02 Прикладная математика и информатика,Очная,Бакалавр,Отчисленный
138228,2B4630754232333449377951654C693765754E6B52413D3D,7576356A72412B4C466A325970656B624F68787A66413D3D,Творческий проект,4,2016/2017,зачтено,14.05.04 Электроника и автоматика физических установок,Очная,Специалист,Отчисленный
138229,68307339617A2F3766596F6D68384A332F47487633513D3D,7576356A72412B4C466A325970656B624F68787A66413D3D,Творческий проект,4,2016/2017,зачтено,14.05.04 Электроника и автоматика физических установок,Очная,Специалист,Отчисленный
138230,364B4530384F4E486A4E555A4E625A444F73347A69773D3D,7576356A72412B4C466A325970656B624F68787A66413D3D,Творческий проект,4,2016/2017,зачтено,14.05.04 Электроника и автоматика физических установок,Очная,Специалист,Отчисленный
138231,647957694E4844753332416158436F2F334267474B773D3D,7576356A72412B4C466A325970656B624F68787A66413D3D,Творческий проект,4,2016/2017,зачтено,14.05.04 Электроника и автоматика физических установок,Очная,Специалист,Отчисленный
138232,44434941593749646B30795756786F507673376465773D3D,7576356A72412B4C466A325970656B624F68787A66413D3D,Творческий проект,4,2016/2017,зачтено,14.05.04 Электроника и автоматика физических установок,Очная,Специалист,Отчисленный
138233,655A354249583331534B3844394D7A5845484E724D673D3D,7576356A72412B4C466A325970656B624F68787A66413D3D,Творческий проект,4,2016/2017,зачтено,14.05.04 Электроника и автоматика физических установок,Очная,Специалист,Отчисленный
138234,6374536A6B5666765A6D314974644F74472B77514F513D3D,7576356A72412B4C466A325970656B624F68787A66413D3D,Творческий проект,4,2016/2017,зачтено,14.05.04 Электроника и автоматика физических установок,Очная,Специалист,Отчисленный
138235,497156324950395A61534F466B782B53746C724B4C513D3D,7576356A72412B4C466A325970656B624F68787A66413D3D,Творческий проект,4,2016/2017,зачтено,14.05.04 Электроника и автоматика физических установок,Очная,Специалист,Отчисленный
138236,7167426830756B64344B32692F7831393456584131413D3D,7576356A72412B4C466A325970656B624F68787A66413D3D,Творческий проект,4,2016/2017,зачтено,14.05.04 Электроника и автоматика физических установок,Очная,Специалист,Отчисленный
138237,567A3664653267446A726152476A357A7674754649413D3D,7576356A72412B4C466A325970656B624F68787A66413D3D,Творческий проект,4,2016/2017,зачтено,14.05.04 Электроника и автоматика физических установок,Очная,Специалист,Отчисленный
138238,64646B72416B533735563239726A704C6E382F6E33513D3D,7576356A72412B4C466A325970656B624F68787A66413D3D,Творческий проект,4,2016/2017,зачтено,14.05.04 Электроника и автоматика физических установок,Очная,Специалист,Отчисленный
138239,4D3637684D765A6148787551346456475976506155413D3D,7576356A72412B4C466A325970656B624F68787A66413D3D,Творческий проект,4,2016/2017,зачтено,14.05.04 Электроника и автоматика физических установок,Очная,Специалист,Отчисленный
138240,466D64745A2B7462756F56394C74594C326D703368773D3D,7576356A72412B4C466A325970656B624F68787A66413D3D,Творческий проект,4,2016/2017,зачтено,14.05.04 Электроника и автоматика физических установок,Очная,Специалист,Отчисленный
138241,4E675553766F335851754F62456E4F396733714F62513D3D,7576356A72412B4C466A325970656B624F68787A66413D3D,Творческий проект,4,2016/2017,зачтено,14.05.04 Электроника и автоматика физических установок,Очная,Специалист,Отчисленный
138242,7472557A39614A76616C37356F4A332F4D347A636C773D3D,7576356A72412B4C466A325970656B624F68787A66413D3D,Творческий проект,4,2016/2017,зачтено,14.05.04 Электроника и автоматика физических установок,Очная,Специалист,Отчисленный
138243,576D444A43764D696C593833484F4765756E424E6C673D3D,7576356A72412B4C466A325970656B624F68787A66413D3D,Творческий проект,4,2016/2017,зачтено,14.05.04 Электроника и автоматика физических установок,Очная,Специалист,Отчисленный
138244,486A4D307763764E5469375776662B74756C53694F773D3D,7576356A72412B4C466A325970656B624F68787A66413D3D,Творческий проект,4,2016/2017,зачтено,14.05.04 Электроника и автоматика физических установок,Очная,Специалист,Отчисленный
138245,627A545A747A7636346D6556566C63507534353475773D3D,7576356A72412B4C466A325970656B624F68787A66413D3D,Творческий проект,4,2016/2017,зачтено,14.05.04 Электроника и автоматика физических установок,Очная,Специалист,Отчисленный
138246,675850622F46624562434E792F3331386558506965513D3D,7576356A72412B4C466A325970656B624F68787A66413D3D,Творческий проект,4,2016/2017,зачтено,14.05.04 Электроника и автоматика физических установок,Очная,Специалист,Отчисленный
138247,364674525375707A6F32544E36384A6269356F706D773D3D,7576356A72412B4C466A325970656B624F68787A66413D3D,Творческий проект,4,2016/2017,зачтено,14.05.04 Электроника и автоматика физических установок,Очная,Специалист,Отчисленный
138248,72696D597173474147426C395332726C5170536270413D3D,7576356A72412B4C466A325970656B624F68787A66413D3D,Творческий проект,4,2016/2017,зачтено,14.05.04 Электроника и автоматика физических установок,Очная,Специалист,Отчисленный
138249,3571635636524D4163567361386F30323059544671513D3D,7576356A72412B4C466A325970656B624F68787A66413D3D,Творческий проект,4,2016/2017,зачтено,14.05.04 Электроника и автоматика физических установок,Очная,Специалист,Отчисленный
138253,577856417A727062382F68576E466E513459706833673D3D,6643334D2F79793236556237426F39725945366F61413D3D,Творческий проект,2,2014/2015,зачтено,12.03.01 Приборостроение,Очная,Бакалавр,Отчисленный
138258,577856417A727062382F68576E466E513459706833673D3D,6643334D2F79793236556237426F39725945366F61413D3D,Творческий проект,3,2015/2016,зачтено,12.03.01 Приборостроение,Очная,Бакалавр,Отчисленный
138401,577856417A727062382F68576E466E513459706833673D3D,6643334D2F79793236556237426F39725945366F61413D3D,Творческий проект,4,2015/2016,зачтено,12.03.01 Приборостроение,Очная,Бакалавр,Отчисленный
138407,38725A32486F6136367169577A516B69723933464E513D3D,6643334D2F79793236556237426F39725945366F61413D3D,Творческий проект,2,2014/2015,зачтено,12.03.01 Приборостроение,Очная,Бакалавр,Отчисленный
138410,6B58593533467755506D33742F514E7075444F6C4F773D3D,7379583239566C35554F787270387A683643384530673D3D,Творческий проект,2,2014/2015,зачтено,15.03.04 Автоматизация технологических процессов и производств,Очная,Бакалавр,Отчисленный
138419,6B58593533467755506D33742F514E7075444F6C4F773D3D,7379583239566C35554F787270387A683643384530673D3D,Творческий проект,3,2015/2016,зачтено,15.03.04 Автоматизация технологических процессов и производств,Очная,Бакалавр,Отчисленный
138424,6B58593533467755506D33742F514E7075444F6C4F773D3D,7379583239566C35554F787270387A683643384530673D3D,Творческий проект,4,2015/2016,зачтено,15.03.04 Автоматизация технологических процессов и производств,Очная,Бакалавр,Отчисленный
138591,38725A32486F6136367169577A516B69723933464E513D3D,6643334D2F79793236556237426F39725945366F61413D3D,Творческий проект,3,2015/2016,зачтено,12.03.01 Приборостроение,Очная,Бакалавр,Отчисленный
138673,38725A32486F6136367169577A516B69723933464E513D3D,6643334D2F79793236556237426F39725945366F61413D3D,Творческий проект,4,2015/2016,зачтено,12.03.01 Приборостроение,Очная,Бакалавр,Отчисленный
138877,704D544E726B327052324636662F31336A4565566C773D3D,384C6E48676F736D6658426B454A687A4B71796D56673D3D,Творческий проект,4,2016/2017,незачет,38.03.02 Менеджмент,Очная,Бакалавр,Отчисленный
138878,704D544E726B327052324636662F31336A4565566C773D3D,384C6E48676F736D6658426B454A687A4B71796D56673D3D,Творческий проект,4,2016/2017,неудовлетворительно,38.03.02 Менеджмент,Очная,Бакалавр,Отчисленный
138879,596A7462703535427749657231566C48674A2F3958673D3D,476A55334D744B76724B4F576A3171704863765337673D3D,Творческий проект,4,2016/2017,незачет,38.03.02 Менеджмент,Очная,Бакалавр,Отчисленный
138880,596A7462703535427749657231566C48674A2F3958673D3D,476A55334D744B76724B4F576A3171704863765337673D3D,Творческий проект,4,2016/2017,неудовлетворительно,38.03.02 Менеджмент,Очная,Бакалавр,Отчисленный
138881,744B67535A6477302B6C646E325862755770726572673D3D,476A55334D744B76724B4F576A3171704863765337673D3D,Творческий проект,4,2016/2017,зачтено,38.03.02 Менеджмент,Очная,Бакалавр,Отчисленный
138882,6154564B41324E49474C796665636147767A7A3756673D3D,476A55334D744B76724B4F576A3171704863765337673D3D,Творческий проект,4,2016/2017,зачтено,38.03.02 Менеджмент,Очная,Бакалавр,Отчисленный
138883,56524A373474306272794E43586B4645396E537134673D3D,476A55334D744B76724B4F576A3171704863765337673D3D,Творческий проект,4,2016/2017,зачтено,38.03.02 Менеджмент,Очная,Бакалавр,Отчисленный
138884,307146714578333768327279492F71716734614149513D3D,476A55334D744B76724B4F576A3171704863765337673D3D,Творческий проект,4,2016/2017,зачтено,38.03.02 Менеджмент,Очная,Бакалавр,Отчисленный
138885,7A74794B6C504F644431394D5A652F517757433847413D3D,476A55334D744B76724B4F576A3171704863765337673D3D,Творческий проект,4,2016/2017,зачтено,38.03.02 Менеджмент,Очная,Бакалавр,Отчисленный
138886,79764F793453654C5A4549506E7A71486938317351513D3D,476A55334D744B76724B4F576A3171704863765337673D3D,Творческий проект,4,2016/2017,зачтено,38.03.02 Менеджмент,Очная,Бакалавр,Отчисленный
138887,4D65797031376D5A4C595479416F32794D35646E7A513D3D,476A55334D744B76724B4F576A3171704863765337673D3D,Творческий проект,4,2016/2017,зачтено,38.03.02 Менеджмент,Очная,Бакалавр,Отчисленный
138888,3051337672614242544A784464485255584B6C7868773D3D,476A55334D744B76724B4F576A3171704863765337673D3D,Творческий проект,4,2016/2017,зачтено,38.03.02 Менеджмент,Очная,Бакалавр,Отчисленный
138889,48323364415364524251612B68463267557567797A513D3D,476A55334D744B76724B4F576A3171704863765337673D3D,Творческий проект,4,2016/2017,зачтено,38.03.02 Менеджмент,Очная,Бакалавр,Отчисленный
138890,64426C6338694D766768614C435151777361734334413D3D,476A55334D744B76724B4F576A3171704863765337673D3D,Творческий проект,4,2016/2017,зачтено,38.03.02 Менеджмент,Очная,Бакалавр,Отчисленный
138891,6D50724A697854472F5265383144514E426C397766673D3D,42796C4942795345666D2F65496C41636732443172773D3D,Творческий проект,4,2016/2017,зачтено,38.03.01 Экономика,Очная,Бакалавр,Отчисленный
138892,524648365877532B6C4C75622B4543474D5A75746F413D3D,476A55334D744B76724B4F576A3171704863765337673D3D,Творческий проект,4,2016/2017,зачтено,38.03.02 Менеджмент,Очная,Бакалавр,Отчисленный
138893,7233686D696C435A385270754632432B7A43744B50773D3D,476A55334D744B76724B4F576A3171704863765337673D3D,Творческий проект,4,2016/2017,зачтено,38.03.02 Менеджмент,Очная,Бакалавр,Отчисленный
138894,666F566F74386277374D6562584B5550436747766A413D3D,476A55334D744B76724B4F576A3171704863765337673D3D,Творческий проект,4,2016/2017,зачтено,38.03.02 Менеджмент,Очная,Бакалавр,Отчисленный
139022,6149575369516C4973495565734C6C2B436B596264513D3D,4D345A5969655569746F374D446472496D724A5649673D3D,Творческий проект,4,2016/2017,зачтено,14.03.02 Ядерные физика и технологии,Очная,Бакалавр,Отчисленный
139023,794E32724B6B5A6E3157614F66545569432F546773673D3D,4D345A5969655569746F374D446472496D724A5649673D3D,Творческий проект,4,2016/2017,зачтено,14.03.02 Ядерные физика и технологии,Очная,Бакалавр,Отчисленный
139024,79645851315A36634E6F35496C64634757516D4337513D3D,317857586A3877446C725457665837356F4F33782B513D3D,Творческий проект,4,2016/2017,зачтено,14.03.02 Ядерные физика и технологии,Очная,Бакалавр,Отчисленный
139025,30714B3857682B752F556D77625A58614367443147513D3D,5254504474696E31476A365948704356427343317A413D3D,Творческий проект,4,2016/2017,зачтено,14.03.02 Ядерные физика и технологии,Очная,Бакалавр,Отчисленный
139026,4F4955385048422B7337716B48726A57415158774E513D3D,4B36343755384A35374541565A334A4B364A317353773D3D,Творческий проект,4,2016/2017,зачтено,14.03.02 Ядерные физика и технологии,Очная,Бакалавр,Отчисленный
139027,6D6F32676C4C754E4437596F4B49417962776C424E513D3D,5254504474696E31476A365948704356427343317A413D3D,Творческий проект,4,2016/2017,зачтено,14.03.02 Ядерные физика и технологии,Очная,Бакалавр,Отчисленный
139028,5563534C575567476D42746A2F685945445A4F6A53513D3D,317857586A3877446C725457665837356F4F33782B513D3D,Творческий проект,4,2016/2017,зачтено,14.03.02 Ядерные физика и технологии,Очная,Бакалавр,Отчисленный
139029,6B7A75747A30577542617431383542793571784A48773D3D,4D345A5969655569746F374D446472496D724A5649673D3D,Творческий проект,4,2016/2017,зачтено,14.03.02 Ядерные физика и технологии,Очная,Бакалавр,Отчисленный
